Unnamed: 0.1,Unnamed: 0,Name,Club,Nationality,Position,Age,Matches,Starts,Mins,Goals,Assists,Passes_Attempted,Perc_Passes_Completed,Penalty_Goals,Penalty_Attempted,xG,xA,Yellow_Cards,Red_Cards,Goals_per_90,Assists_per_90,xG_Efficiency
0.85,0.87,Lewis Dunk,Brighton,ENG,DF,0.62,1.07,1.42,1.44,0.75,-0.71,2.11,1.44,-0.25,-0.27,-0.4,-0.66,1.07,6.03,0.17,-0.77,2.37
0.86,0.88,Leandro Trossard,Brighton,BEL,"FW,MF",-0.13,1.27,1.14,1.09,0.75,1.53,0.42,-0.59,-0.25,-0.27,0.26,0.78,-0.22,-0.33,0.29,0.8,0.59
0.87,0.88,Adam Webster,Brighton,ENG,DF,-0.13,0.69,1.05,1.08,-0.36,-0.71,1.54,0.46,-0.25,-0.27,-0.66,-0.9,0.64,-0.33,-0.56,-0.77,0.44
0.88,0.89,Neal Maupay,Brighton,FRA,"FW,MF",-0.63,1.07,1.05,0.99,1.59,0.18,-0.26,-0.25,2.93,3.44,2.09,0.54,-0.65,2.85,1.02,-0.12,0.05
0.89,0.9,Pascal Groß,Brighton,GER,"MF,DF",0.87,1.17,0.87,0.96,0.19,2.88,1.35,-0.51,2.93,3.44,0.39,1.38,0.21,-0.33,-0.07,1.92,-0.07
0.89,0.91,Joël Veltman,Brighton,NED,DF,0.62,0.59,0.69,0.75,-0.36,-0.26,1.06,-0.27,-0.25,-0.27,-0.59,-0.54,0.21,-0.33,-0.5,-0.4,0.19
0.9,0.92,Dan Burn,Brighton,ENG,DF,0.62,0.49,0.5,0.52,-0.36,-0.71,0.67,-0.35,-0.25,-0.27,-0.53,-0.54,1.07,-0.33,-0.5,-0.77,0.02
0.91,0.92,Solly March,Brighton,ENG,DF,0.12,-0.09,0.14,0.11,-0.08,-0.26,0.24,-1.27,-0.25,-0.27,-0.33,0.06,-1.08,-0.33,-0.07,-0.31,0.3
0.92,0.93,Danny Welbeck,Brighton,ENG,FW,0.87,0.2,-0.04,-0.02,1.03,-0.26,-0.88,0.32,-0.25,0.66,1.63,0.54,-1.08,-0.33,1.38,-0.22,-0.05
0.93,0.93,Adam Lallana,Brighton,ENG,"MF,FW",1.63,0.78,-0.13,0.03,-0.36,-0.26,0.18,0.73,-0.25,-0.27,-0.01,0.9,-1.08,-0.33,-0.38,-0.22,-0.47
0.93,0.94,Alexis Mac Allister,Brighton,ARG,"MF,FW",-1.13,-0.09,-0.41,-0.48,-0.36,-0.26,-0.66,0.02,-0.25,-0.27,-0.33,1.26,-0.65,-0.33,-0.25,-0.03,-0.27
0.94,0.95,Tariq Lamptey,Brighton,ENG,DF,-1.63,-1.06,-0.59,-0.72,-0.36,-0.26,-0.51,-0.17,-0.25,-0.27,-0.53,0.3,0.64,2.85,-0.13,0.16,0.02
0.95,0.96,Steven Alzate,Brighton,COL,"MF,DF",-1.13,-0.67,-0.68,-0.71,-0.36,-0.71,-0.6,1.37,-0.25,-0.27,-0.46,-0.42,-0.22,-0.33,-0.13,-0.77,-0.11
0.96,0.97,Aaron Connolly,Brighton,IRL,FW,-1.38,-0.48,-0.77,-0.82,-0.08,-0.26,-1.14,-0.15,-0.25,-0.27,1.7,-0.78,-1.08,-0.33,0.66,0.25,-0.58
0.97,0.97,Jakub Moder,Brighton,POL,"DF,MF",-1.13,-0.96,-0.96,-0.97,-0.64,-0.71,-0.88,-0.63,-0.25,-0.27,-0.14,-0.78,-1.08,-0.33,-0.74,-0.77,-0.84
0.98,0.98,Alireza Jahanbakhsh,Brighton,IRN,"FW,MF",0.12,-0.09,-1.05,-1.09,-0.64,-0.26,-0.88,-0.71,-0.25,-0.27,0.91,5.45,0.21,-0.33,-0.74,0.8,-0.84
0.98,0.99,Davy Pröpper,Brighton,NED,MF,0.62,-1.45,-1.41,-1.43,-0.64,-0.71,-1.15,-0.44,-0.25,-0.27,-0.66,-1.02,-1.08,-0.33,-0.74,-0.77,-0.84
0.99,0.99,Bernardo,Brighton,BRA,"DF,MF",-0.13,-1.83,-1.41,-1.43,-0.64,-0.71,-1.17,-1.07,-0.25,-0.27,-0.07,0.06,-1.08,-0.33,-0.74,-0.77,-0.84
1.0,1.01,Andi Zeqiri,Brighton,SUI,"FW,DF",-1.13,-1.25,-1.6,-1.47,-0.64,-0.71,-1.24,-4.39,-0.25,-0.27,1.24,-0.54,-1.08,-0.33,-0.74,-0.77,-0.84
1.01,1.01,José Izquierdo,Brighton,COL,"DF,MF",0.62,-2.03,-1.6,-1.64,-0.64,-0.71,-1.29,1.29,-0.25,-0.27,-0.14,-1.02,-1.08,-0.33,-0.74,-0.77,-0.84
1.02,1.03,Ashley Westwood,Burnley,ENG,MF,1.12,1.56,1.87,1.94,0.19,0.63,2.07,-0.75,-0.25,-0.27,-0.73,0.54,1.93,-0.33,-0.25,-0.03,4.29
1.02,1.04,James Tarkowski,Burnley,ENG,DF,0.37,1.36,1.69,1.76,-0.36,-0.71,0.55,-0.98,-0.25,-0.27,-0.46,-0.78,1.5,-0.33,-0.56,-0.77,-0.11
1.03,1.04,Dwight McNeil,Burnley,ENG,MF,-1.38,1.36,1.51,1.58,-0.08,1.53,0.82,-1.39,-0.25,-0.27,-0.73,1.26,-0.65,-0.33,-0.38,0.62,2.58
1.04,1.05,Matthew Lowton,Burnley,ENG,DF,1.37,1.17,1.51,1.57,-0.36,-0.26,1.07,-1.4,-0.25,-0.27,-0.79,-0.18,1.07,-0.33,-0.56,-0.49,1.73
1.05,1.06,Josh Brownhill,Burnley,ENG,MF,-0.38,1.07,1.33,1.31,-0.64,-0.26,0.58,-0.04,-0.25,-0.27,-0.53,-0.54,-0.22,-0.33,-0.74,-0.49,-0.84
1.06,1.07,Chris Wood,Burnley,NZL,FW,0.62,1.07,1.33,1.24,2.71,0.63,-0.26,-1.66,1.87,1.58,1.96,-0.18,-1.08,-0.33,1.62,0.16,0.56
1.06,1.08,Ben Mee,Burnley,ENG,DF,1.12,0.78,1.14,1.18,-0.08,-0.71,0.35,-0.56,-0.25,-0.27,-0.53,-0.9,0.21,-0.33,-0.31,-0.77,0.87
1.07,1.09,Jóhann Berg Guðmundsson,Burnley,ISL,MF,0.87,0.01,-0.13,-0.22,-0.08,-0.71,-0.55,-0.52,-0.25,-0.27,-0.2,-0.66,-0.22,-0.33,0.05,-0.77,0.09
1.08,1.1,Matěj Vydra,Burnley,CZE,FW,0.62,0.59,-0.23,-0.21,0.19,0.18,-0.88,-0.9,-0.25,-0.27,1.7,0.42,-1.08,-0.33,0.47,0.43,-0.45
1.09,1.1,Jack Cork,Burnley,ENG,MF,1.37,-0.57,-0.23,-0.23,-0.64,-0.71,-0.51,0.44,-0.25,-0.27,-0.79,-0.78,-0.22,-0.33,-0.74,-0.77,-0.84
1.1,1.11,Ashley Barnes,Burnley,ENG,FW,1.12,0.01,-0.23,-0.25,0.19,-0.71,-0.82,-2.11,0.81,0.66,1.37,-0.54,0.64,-0.33,0.47,-0.77,-0.4
1.1,1.12,Erik Pieters,Burnley,NED,"DF,MF",1.37,-0.19,-0.41,-0.32,-0.64,-0.26,-0.38,-0.6,-0.25,-0.27,-0.86,-0.66,-0.65,-0.33,-0.74,-0.12,-0.84
1.11,1.12,Jay Rodriguez,Burnley,ENG,"FW,MF",1.37,0.88,-0.5,-0.32,-0.36,0.18,-0.85,-0.77,-0.25,-0.27,0.13,0.42,0.21,-0.33,-0.31,0.53,-0.52
1.12,1.13,Robbie Brady,Burnley,IRL,MF,0.62,-0.28,-0.5,-0.54,-0.36,-0.26,-0.68,-1.55,-0.25,-0.27,-0.46,-0.06,0.21,-0.33,-0.19,0.06,-0.11
1.13,1.14,Kevin Long,Burnley,IRL,DF,0.87,-1.35,-0.96,-0.98,-0.64,-0.71,-0.9,-1.11,-0.25,-0.27,-0.66,-1.02,-0.22,-0.33,-0.74,-0.77,-0.84
1.14,1.15,Phil Bardsley,Burnley,SCO,DF,2.38,-1.74,-1.32,-1.36,-0.64,-0.71,-1.04,-1.2,-0.25,-0.27,-0.66,-1.02,-0.22,-0.33,-0.74,-0.77,-0.84
1.15,1.15,Jimmy Dunne,Burnley,IRL,DF,-0.88,-1.83,-1.32,-1.37,-0.36,-0.71,-1.07,-1.08,-0.25,-0.27,-0.01,-0.54,-0.65,-0.33,1.26,-0.77,-0.47
1.15,1.16,Dale Stephens,Burnley,ENG,MF,1.37,-1.45,-1.32,-1.38,-0.64,-0.71,-1.11,0.51,-0.25,-0.27,-0.53,-1.02,-0.65,-0.33,-0.74,-0.77,-0.84
1.16,1.17,Josh Benson,Burnley,ENG,MF,-1.38,-1.54,-1.41,-1.37,-0.64,-0.71,-1.17,-0.86,-0.25,-0.27,-0.53,-1.02,-1.08,-0.33,-0.74,-0.77,-0.84
1.17,1.2,Tosin Adarabioyo,Fulham,ENG,DF,-0.88,1.07,1.42,1.46,-0.64,-0.71,1.59,1.09,-0.25,-0.27,-0.73,-0.9,-0.65,-0.33,-0.74,-0.77,-0.84
1.18,1.21,Ademola Lookman,Fulham,ENG,"FW,MF",-0.88,1.17,1.23,1.24,0.47,1.08,0.55,-0.53,-0.25,0.66,0.26,1.02,1.07,-0.33,0.05,0.43,0.3
1.19,1.21,Ola Aina,Fulham,NGA,DF,-0.63,0.88,1.23,1.15,-0.08,-0.26,1.41,-0.21,-0.25,-0.27,-0.73,-0.42,0.21,-0.33,-0.31,-0.49,2.58
1.19,1.22,Joachim Andersen,Fulham,DEN,DF,-0.38,0.88,1.14,1.22,-0.36,-0.26,1.61,0.55,-0.25,-0.27,-0.66,-0.78,1.93,2.85,-0.56,-0.49,0.44
1.2,1.23,Andre-Frank Zambo Anguissa,Fulham,CMR,MF,-0.38,1.36,1.05,1.07,-0.64,0.63,0.93,0.75,-0.25,-0.27,-0.53,-0.06,1.5,-0.33,-0.74,0.16,-0.84
1.21,1.23,Bobby Reid,Fulham,JAM,"MF,DF",0.37,1.07,0.96,0.85,0.75,0.18,0.01,-0.69,-0.25,-0.27,0.26,-0.42,1.93,-0.33,0.41,-0.03,0.59
1.22,1.24,Ivan Cavaleiro,Fulham,POR,"FW,MF",0.12,1.36,0.87,0.95,0.19,-0.71,0.02,-0.99,0.81,1.58,0.39,0.42,-0.22,-0.33,-0.07,-0.77,-0.07
1.23,1.25,Harrison Reed,Fulham,ENG,MF,-0.13,0.88,0.78,0.72,-0.64,0.18,1.01,0.95,-0.25,-0.27,-0.86,-0.3,1.07,-0.33,-0.74,-0.03,-0.84
1.23,1.25,Antonee Robinson,Fulham,USA,DF,-0.88,0.59,0.6,0.63,-0.64,-0.71,0.84,-0.9,-0.25,-0.27,-0.79,-0.18,0.64,2.85,-0.74,-0.77,-0.84
1.24,1.26,Ruben Loftus-Cheek,Fulham,ENG,"MF,FW",-0.38,0.78,0.32,0.36,-0.36,-0.71,-0.17,0.51,-0.25,-0.27,0.06,-0.18,0.21,-0.33,-0.44,-0.77,-0.5
1.25,1.26,Mario Lemina,Fulham,GAB,MF,0.12,0.59,0.14,0.14,-0.36,-0.71,0.06,0.81,-0.25,-0.27,-0.59,-0.54,1.07,-0.33,-0.44,-0.77,0.19
1.26,1.27,Kenny Tete,Fulham,NED,DF,-0.38,0.01,0.05,-0.09,-0.64,-0.26,0.07,-0.65,-0.25,-0.27,-0.86,0.18,0.21,-0.33,-0.74,-0.22,-0.84
1.27,1.28,Aleksandar Mitrović,Fulham,SRB,FW,-0.13,0.49,-0.41,-0.17,0.19,0.63,-0.69,-0.44,0.81,1.58,1.83,1.02,0.21,-0.33,0.41,0.99,-0.47
1.27,1.28,Josh Maja,Fulham,NGA,"FW,MF",-1.13,-0.67,-0.77,-0.8,0.19,-0.71,-1.02,1.13,0.81,0.66,2.55,0.42,-1.08,-0.33,1.26,-0.77,-0.55
1.28,1.29,Tom Cairney,Fulham,SCO,MF,0.87,-1.15,-0.77,-0.85,-0.36,-0.26,-0.32,1.26,-0.25,-0.27,-0.4,1.02,-0.22,-0.33,-0.01,0.34,-0.2
1.29,1.3,Joe Bryan,Fulham,ENG,"DF,FW",0.12,-0.57,-0.96,-0.95,-0.36,-0.71,-0.64,-1.22,-0.25,-0.27,-0.59,-0.3,-0.22,-0.33,0.05,-0.77,0.19
1.3,1.31,Josh Onomah,Fulham,ENG,MF,-0.63,-1.06,-1.23,-1.26,-0.64,-0.71,-1.04,1.41,-0.25,-0.27,0.06,-0.9,-0.65,-0.33,-0.74,-0.77,-0.84
1.31,1.32,Denis Odoi,Fulham,BEL,DF,1.63,-1.83,-1.32,-1.37,-0.64,-0.71,-1.01,0.46,-0.25,-0.27,-0.73,-0.78,-0.65,-0.33,-0.74,-0.77,-0.84
1.32,1.32,Michael Hector,Fulham,JAM,DF,0.62,-1.74,-1.32,-1.37,-0.64,-0.71,-1.03,0.02,-0.25,-0.27,-0.73,-0.9,-0.22,-0.33,-0.74,-0.77,-0.84
1.32,1.33,Fabio Carvalho,Fulham,ENG,"MF,FW",-2.13,-1.74,-1.32,-1.38,-0.36,-0.71,-1.17,-0.19,-0.25,-0.27,1.7,0.54,-1.08,-0.33,1.38,-0.77,-0.71
1.33,1.34,Aboubakar Kamara,Fulham,MTN,"FW,DF",-0.13,-1.06,-1.41,-1.32,-0.64,-0.71,-1.1,-0.99,-0.25,-0.27,-0.2,0.3,-0.65,2.85,-0.74,-0.77,-0.84
1.34,1.35,Maxime Le Marchand,Fulham,FRA,DF,1.12,-1.93,-1.5,-1.52,-0.64,-0.71,-1.17,2.12,-0.25,-0.27,-0.86,-1.02,-0.22,-0.33,-0.74,-0.77,-0.84
1.35,1.36,Neeskens Kebano,Fulham,COD,"FW,MF",0.62,-1.64,-1.5,-1.53,-0.64,-0.71,-1.24,-0.09,-0.25,-0.27,0.52,-1.02,-1.08,-0.33,-0.74,-0.77,-0.84
1.36,1.38,Darnell Furlong,West Bromwich Albion,ENG,DF,-0.38,1.27,1.33,1.44,-0.36,0.63,0.56,-2.65,-0.25,-0.27,-0.53,-0.3,1.07,-0.33,-0.56,0.06,0.02
1.36,1.39,Semi Ajayi,West Bromwich Albion,NGA,DF,0.12,1.07,1.23,1.28,-0.08,-0.71,0.2,-0.65,-0.25,-0.27,-0.66,-0.9,0.21,2.85,-0.38,-0.77,1.73
1.37,1.39,Matheus Pereira,West Bromwich Albion,BRA,"MF,FW",-0.38,1.07,1.14,1.06,2.43,1.98,0.39,-1.0,3.99,3.44,0.71,1.26,-0.22,2.85,1.56,1.18,1.42
1.38,1.4,Kyle Bartley,West Bromwich Albion,ENG,DF,0.87,0.78,0.96,1.07,0.19,-0.26,-0.02,-0.19,-0.25,-0.27,-0.46,-0.9,0.64,-0.33,-0.13,-0.49,1.36
1.39,1.41,Conor Gallagher,West Bromwich Albion,ENG,MF,-1.38,0.78,0.96,1.01,-0.08,0.18,0.21,-0.2,-0.25,-0.27,-0.53,-0.3,3.65,-0.33,-0.31,-0.12,0.87
1.4,1.41,Conor Townsend,West Bromwich Albion,ENG,DF,0.37,0.3,0.69,0.7,-0.64,0.18,0.56,-0.59,-0.25,-0.27,-0.66,0.06,-1.08,-0.33,-0.74,-0.03,-0.84
1.4,1.42,Dara O'Shea,West Bromwich Albion,IRL,DF,-1.13,0.59,0.69,0.56,-0.64,-0.71,0.06,-1.78,-0.25,-0.27,-0.86,-0.9,0.21,-0.33,-0.74,-0.77,-0.84
1.41,1.43,Matt Phillips,West Bromwich Albion,SCO,MF,0.87,1.07,0.23,0.27,-0.08,-0.26,-0.4,-1.34,-0.25,-0.27,-0.14,0.78,-0.65,-0.33,-0.13,-0.31,0.02
1.42,1.43,Callum Robinson,West Bromwich Albion,IRL,"FW,MF",-0.13,0.59,0.23,-0.01,0.75,-0.71,-0.59,-1.12,-0.25,-0.27,0.26,-0.42,-1.08,-0.33,1.02,-0.77,0.59
1.43,1.44,Romaine Sawyers,West Bromwich Albion,SKN,MF,0.62,-0.28,-0.04,-0.09,-0.64,-0.71,-0.17,0.77,-0.25,-0.27,-0.86,-0.78,-0.22,-0.33,-0.74,-0.77,-0.84
1.44,1.45,Okay Yokuşlu,West Bromwich Albion,TUR,MF,0.12,-0.57,-0.23,-0.26,-0.64,-0.26,-0.46,0.52,-0.25,-0.27,-0.53,-0.54,0.64,-0.33,-0.74,-0.12,-0.84
1.44,1.45,Jake Livermore,West Bromwich Albion,ENG,MF,1.12,-0.38,-0.23,-0.34,-0.64,-0.71,-0.7,-0.67,-0.25,-0.27,-0.79,-0.78,-0.22,2.85,-0.74,-0.77,-0.84
1.45,1.46,Grady Diangana,West Bromwich Albion,ENG,"MF,FW",-0.88,-0.19,-0.23,-0.35,-0.36,-0.71,-0.75,-0.86,-0.25,-0.27,-0.33,-0.9,-1.08,-0.33,-0.31,-0.77,-0.27
1.46,1.47,Ainsley Maitland-Niles,West Bromwich Albion,ENG,MF,-0.88,-0.67,-0.32,-0.36,-0.64,-0.71,-0.67,-0.39,-0.25,-0.27,-0.59,-0.42,-0.22,-0.33,-0.74,-0.77,-0.84
1.47,1.47,Mbaye Diagne,West Bromwich Albion,SEN,FW,0.62,-0.57,-0.32,-0.4,0.19,0.18,-0.94,-1.19,-0.25,-0.27,1.56,0.54,-0.22,-0.33,0.66,0.62,-0.43
1.48,1.48,Karlan Grant,West Bromwich Albion,ENG,"FW,MF",-0.88,-0.09,-0.32,-0.46,-0.36,-0.71,-0.94,-0.82,-0.25,-0.27,0.19,-1.02,-0.65,-0.33,-0.25,-0.77,-0.54
1.49,1.49,Kieran Gibbs,West Bromwich Albion,ENG,DF,1.12,-1.15,-0.77,-0.8,-0.64,-0.71,-0.81,-0.95,-0.25,-0.27,-0.86,-0.66,-0.65,2.85,-0.74,-0.77,-0.84
1.49,1.49,Branislav Ivanović,West Bromwich Albion,SRB,DF,2.63,-0.86,-0.86,-0.84,-0.64,-0.71,-0.81,0.79,-0.25,-0.27,-0.53,-0.9,-0.22,-0.33,-0.74,-0.77,-0.84
1.5,1.5,Robert Snodgrass,West Bromwich Albion,SCO,"MF,FW",1.63,-1.35,-1.05,-1.1,-0.64,-0.71,-1.09,-0.05,-0.25,-0.27,-0.73,-0.3,-0.22,-0.33,-0.74,-0.77,-0.84
1.51,1.5,Filip Krovinović,West Bromwich Albion,CRO,MF,-0.38,-1.06,-1.14,-1.08,-0.64,-0.71,-0.72,0.69,-0.25,-0.27,-0.66,-0.42,-1.08,-0.33,-0.74,-0.77,-0.84
1.52,1.52,Hal Robson-Kanu,West Bromwich Albion,WAL,FW,1.37,-0.28,-1.41,-1.06,-0.08,-0.71,-1.17,-0.65,-0.25,-0.27,0.65,-0.3,-0.22,-0.33,1.2,-0.77,-0.41
1.53,1.52,Kamil Grosicki,West Bromwich Albion,POL,"FW,MF",1.63,-1.83,-1.41,-1.49,-0.64,-0.26,-1.23,-1.87,-0.25,-0.27,-0.53,-0.18,-1.08,-0.33,-0.74,4.89,-0.84
1.53,1.53,Kyle Edwards,West Bromwich Albion,ENG,"MF,FW",-0.88,-1.64,-1.5,-1.53,-0.64,-0.71,-1.25,0.86,-0.25,-0.27,-0.2,-1.02,-1.08,-0.33,-0.74,-0.77,-0.84
1.54,1.55,Charlie Austin,West Bromwich Albion,ENG,FW,1.37,-1.64,-1.6,-1.51,-0.64,-0.71,-1.25,-0.77,-0.25,-0.27,-0.07,-1.02,-1.08,-0.33,-0.74,-0.77,-0.84
1.55,1.56,Rekeem Harper,West Bromwich Albion,ENG,MF,-1.38,-1.93,-1.6,-1.62,-0.64,-0.71,-1.28,0.27,-0.25,-0.27,-0.14,-1.02,-1.08,-0.33,-0.74,-0.77,-0.84
1.56,1.58,George Baldock,Sheffield United,ENG,DF,0.37,0.98,1.33,1.28,-0.64,0.18,0.54,-0.11,-0.25,-0.27,-0.66,-0.42,1.93,-0.33,-0.74,-0.22,-0.84
1.57,1.58,Chris Basham,Sheffield United,ENG,"DF,MF",1.63,0.88,1.23,1.06,-0.64,-0.26,0.45,0.28,-0.25,-0.27,-0.73,-0.66,1.07,-0.33,-0.74,-0.49,-0.84
1.57,1.59,Enda Stevens,Sheffield United,IRL,DF,1.12,0.78,1.14,1.19,-0.64,-0.26,0.96,-0.24,-0.25,-0.27,-0.66,-0.42,1.5,-0.33,-0.74,-0.49,-0.84
1.58,1.6,John Egan,Sheffield United,IRL,DF,0.37,0.88,1.14,1.12,-0.64,-0.26,0.43,0.71,-0.25,-0.27,-0.79,-0.9,1.93,2.85,-0.74,-0.49,-0.84
1.59,1.6,John Fleck,Sheffield United,SCO,MF,0.62,0.88,1.05,1.06,-0.64,0.18,0.62,-0.16,-0.25,-0.27,-0.73,0.06,0.64,-0.33,-0.74,-0.12,-0.84
1.6,1.61,David McGoldrick,Sheffield United,IRL,"FW,MF",1.63,1.27,0.96,0.87,1.59,-0.26,0.19,-0.64,-0.25,-0.27,0.78,-0.42,1.93,-0.33,1.08,-0.4,0.74
1.61,1.61,Oliver Norwood,Sheffield United,NIR,MF,0.87,0.98,0.78,0.69,-0.64,-0.71,1.05,0.04,-0.25,-0.27,-0.79,-0.18,1.5,-0.33,-0.74,-0.77,-0.84
1.61,1.62,Ethan Ampadu,Sheffield United,WAL,"DF,MF",-1.63,0.3,0.5,0.55,-0.64,-0.71,0.39,0.16,-0.25,-0.27,-0.86,-0.54,0.21,-0.33,-0.74,-0.77,-0.84
1.62,1.63,John Lundstram,Sheffield United,ENG,MF,0.12,0.59,0.5,0.49,-0.64,0.18,0.35,0.23,-0.25,0.66,-0.33,-0.42,2.36,2.85,-0.74,0.06,-0.84
1.63,1.63,Ben Osborn,Sheffield United,ENG,"MF,DF",-0.13,0.2,-0.04,0.04,-0.36,-0.71,0.03,-0.04,-0.25,-0.27,-0.46,0.42,-0.65,-0.33,-0.38,-0.77,-0.11
1.64,1.64,Oliver Burke,Sheffield United,SCO,FW,-0.63,0.3,-0.32,-0.31,-0.36,-0.26,-0.89,-1.16,-0.25,-0.27,0.19,0.54,-0.22,-0.33,-0.31,-0.12,-0.54
1.65,1.65,Sander Berge,Sheffield United,NOR,MF,-0.88,-0.67,-0.41,-0.47,-0.36,-0.26,-0.57,0.35,0.81,0.66,-0.27,0.18,0.64,-0.33,-0.25,-0.03,-0.33
1.66,1.65,Oliver McBurnie,Sheffield United,SCO,FW,-0.38,0.1,-0.5,-0.26,-0.36,-0.71,-0.63,-2.19,-0.25,-0.27,0.45,-0.18,-0.22,-0.33,-0.31,-0.77,-0.59
1.66,1.66,Rhian Brewster,Sheffield United,ENG,FW,-1.38,0.49,-0.5,-0.46,-0.64,-0.71,-0.95,-1.34,-0.25,-0.27,-0.01,0.54,-0.65,-0.33,-0.74,-0.77,-0.84
1.67,1.67,Jayden Bogle,Sheffield United,ENG,DF,-1.38,-0.57,-0.5,-0.48,-0.08,-0.71,-0.7,-0.13,-0.25,-0.27,-0.01,-0.9,-0.22,-0.33,0.23,-0.77,-0.11
1.68,1.67,Kean Bryan,Sheffield United,ENG,DF,-0.63,-0.86,-0.5,-0.59,-0.36,-0.71,-0.6,-0.86,-0.25,-0.27,-0.66,-0.66,-0.65,-0.33,-0.19,-0.77,0.44
1.69,1.68,Jack Robinson,Sheffield United,ENG,DF,0.12,-1.06,-0.77,-0.73,-0.64,-0.26,-0.61,0.18,-0.25,-0.27,-0.66,0.06,0.21,-0.33,-0.74,0.16,-0.84
1.7,1.69,Billy Sharp,Sheffield United,ENG,FW,2.13,-0.57,-0.96,-0.88,0.19,-0.71,-1.11,-1.26,1.87,1.58,1.24,-0.18,-0.65,-0.33,1.5,-0.77,-0.37
1.7,1.69,Max Lowe,Sheffield United,ENG,DF,-0.63,-1.35,-0.96,-1.07,-0.64,-0.71,-0.95,-1.91,-0.25,-0.27,-0.86,-0.66,-0.65,-0.33,-0.74,-0.77,-0.84
1.71,1.71,Daniel Jebbison,Sheffield United,ENG,FW,-2.13,-1.74,-1.32,-1.35,-0.36,-0.71,-1.25,-1.16,-0.25,-0.27,2.35,-0.9,-1.08,-0.33,1.2,-0.77,-0.74
1.72,1.71,Lys Mousset,Sheffield United,FRA,"FW,MF",-0.38,-1.06,-1.41,-1.34,-0.64,-0.71,-1.22,0.1,-0.25,-0.27,0.52,0.18,-1.08,-0.33,-0.74,-0.77,-0.84
1.73,1.73,Antwoine Hackford,Sheffield United,ENG,"DF,FW",-2.39,-2.03,-1.6,-1.64,-0.64,-0.71,-1.3,2.77,-0.25,-0.27,6.67,-1.02,-1.08,-0.33,-0.74,-0.77,-0.84
